Personnel_ID,Branch_ID,Unit_ID,Name,Gender,Designation,Hire_Date,Salary,Email,Service_Status,Years_of_Experience,DOB,Phone_No,Address
P029,CT60,CTR,Ajay Kumar,M,Field Operations Specialist,2020-01-12,700000,ajaykumar98@gmail.com,Inactive,22,1998-08-30,2109876548,901,Perungudi,Chennai,Tamil Nadu
P030,CT60,CYC,Rohit Reddy,M,CIRT Member,2020-03-22,800000,rohitreddy96@gmail.com,Active,8,1996-06-18,4321098766,789,Purasawalkam,Chennai,Tamil Nadu
P031,CT60,NAR,Pranav Gupta,M,Narcotics Investigator,2021-02-24,500000,pranavgupta97@gmail.com,Active,9,1997-10-09,7654890982,345,Adyar,Chennai,Tamil Nadu
P032,CT60,NAR,Tanvi Menon,F,Undercover Agent,2020-01-28,700000,tanvimenon95@gmail.com,Active,8,1995-03-27,8765432883,456,Anna Nagar,Chennai,Tamil Nadu
P033,CT60,NAR,Aditya Sharma,M,Toxicologist,2021-01-18,800000,adityasharma90@gmail.com,Active,7,1990-09-24,7654321324,567,Mylapore,Chennai,Tamil Nadu
P182,CT60,HMC,Karthik Menon,M,Senior Homicide Investigator,2020-03-05,500000,karthikmenon94@gmail.com,Active,9,1994-07-30,5432109875,555,Guindy,Chennai,Tamil Nadu
P183,CT60,HMC,Niharika Patel,F,Junior Homicide Investigator,2020-10-01,700000,niharikapatel91@gmail.com,Active,5,1991-11-05,4321098766,666,Pallikaranai,Chennai,Tamil Nadu
P184,CT60,HMC,Vivek Nair,M,Junior Homicide Investigator,2021-02-22,500000,viveknair97@gmail.com,Active,7,1997-04-15,3210987657,777,Ambattur,Chennai,Tamil Nadu
P185,CT60,CYC,Sneha Reddy,F,Digital Forensics Expert,2020-01-12,800000,snehareddy90@gmail.com,Active,8,1990-08-22,2109876548,888,Madipakkam,Chennai,Tamil Nadu
P186,CT60,CYC,Rohan Kumar,M,CIRT Member,2020-03-24,500000,rohankumar98@gmail.com,Active,5,1998-02-14,9988776650,123,Thoraipakkam,Chennai,Tamil Nadu
P034,MM40,WCC,Ganesh Kulkarni,M,Director General,2020-01-22,2200000,ganeshkulkarni88@gmail.com,Active,15,1988-08-16,9988776655,567,Dhanori,Pune,Maharashtra
P035,MM40,HMC,Aditya Deshmukh,M,Unit Commander,2020-01-28,1200000,adityadeshmukh93@gmail.com,Active,11,1993-06-20,9876543201,111,Shivaji Nagar,Pune,Maharashtra
P036,MM40,CTR,Sneha Patil,F,Unit Commander,2021-01-22,1600000,snehapatil95@gmail.com,Active,13,1995-09-15,8765432102,222,Koregaon Park,Pune,Maharashtra
P037,MM40,WCC,Nitin Jadhav,M,Unit Commander,2021-03-05,1200000,nitinjadhav93@gmail.com,Active,11,1993-02-03,4321098455,321,Magarapatta,Pune,Maharashtra
P038,MM40,FRD,Saurabh Gaikwad,M,Unit Commander,2020-01-18,1400000,saurabhgaikwad96@gmail.com,Active,14,1996-04-24,2109876233,987,Katraj,Pune,Maharashtra
P039,MM40,FRD,Swapnil Patil,M,Cheif Fraud Investigator,2021-01-24,500000,swapnilpatil90@gmail.com,Active,9,1990-04-23,2109876447,901,Vishrantwadi,Pune,Maharashtra
P040,MM40,FRD,Sanika Kulkarni,F,Fraud Investigator,2021-02-12,800000,sanikakulkarni94@gmail.com,Active,9,1994-08-28,1098765338,123,Warje,Pune,Maharashtra
P041,MM40,FRD,Mayur Desai,M,Cyber Fraud Analyst,2020-01-10,500000,mayurdesai87@gmail.com,Active,7,1987-08-28,9988776655,234,Bibvewadi,Pune,Maharashtra
P042,MM40,CTR,Shweta Gaikwad,F,Counter-Terrorism Analyst,2020-03-18,700000,shwetagaikwad95@gmail.com,Active,8,1995-07-14,9876543201,345,Karve Nagar,Pune,Maharashtra
P043,MM40,CTR,Kajal Mane,F,Field Operations Specialist,2021-01-22,800000,kajalmane92@gmail.com,Active,6,1992-12-09,1098765122,234,Chinchwad,Pune,Maharashtra
P044,MM40,CTR,Rohan Joshi,M,Counter-Terrorism Investigator,2021-02-05,800000,rohanjoshi96@gmail.com,Active,9,1996-12-10,7654321093,333,Hinjewadi,Pune,Maharashtra
P045,MM40,CTR,Priya Pawar,F,Field Operations Specialist,2020-01-28,500000,priyapawar92@gmail.com,Active,8,1992-03-25,6543210984,444,Kothrud,Pune,Maharashtra
P046,MM40,HMC,Swapnil Gaikwad,M,Senior Homicide Investigator,2020-03-12,700000,swapnilgaikwad94@gmail.com,Inactive,20,1994-07-30,5432109875,555,Aundh,Pune,Maharashtra
P047,MM40,HMC,Pooja Shah,F,Senior Homicide Investigator,2020-01-10,800000,poojashah91@gmail.com,Active,9,1991-11-05,4321098766,666,Baner,Pune,Maharashtra
P048,MM40,HMC,Aniket Patil,M,Junior Homicide Investigator,2021-01-18,700000,aniketpatil97@gmail.com,Active,6,1997-04-15,3210987657,777,Magarpatta City,Pune,Maharashtra
P177,MM40,HMC,Aditi Kulkarni,F,Junior Homicide Investigator,2021-01-05,500000,aditikulkarni95@gmail.com,Active,5,1995-07-14,9876543214,345,Pimple Gurav,Pune,Maharashtra
P178,MM40,WCC,Aryan Patil,M,Financial Crimes Investigator,2020-03-24,500000,aryanpatil92@gmail.com,Active,7,1992-09-19,6543210883,456,Aundh,Pune,Maharashtra
P179,MM40,WCC,Smita Mane,F,WCC Specialist,2020-01-28,800000,smitamane90@gmail.com,Active,7,1990-12-22,5432109774,567,Kothrud,Pune,Maharashtra
P180,MM40,WCC,Pranjal Gaikwad,M,WCC Specialist,2021-02-05,700000,pranjalgaiwad96@gmail.com,Active,6,1996-05-15,4321098665,678,Pashan,Pune,Maharashtra
P181,MM40,WCC,Rutuja Pawar,F,WCC Analyst,2020-01-12,500000,rutujapawar92@gmail.com,Active,5,1992-03-10,3210987556,789,Dhankawadi,Pune,Maharashtra
P049,LU22,WCC,Rajesh Singh,M,Director General,2020-01-22,2000000,rajeshsingh96@gmail.com,Active,16,1996-10-06,3210987556,789,Gomti Nagar,Lucknow,Uttar Pradesh
P050,LU22,WCC,Rit Sharma,M,Unit Commander,2021-02-28,1400000,ritsharma90@gmail.com,Active,14,1990-04-23,2109876447,901,Rajajipuram,Lucknow,Uttar Pradesh
P051,LU22,CTR,Vipin Singh,M,Unit Commander,2020-01-12,1200000,vipinsingh87@gmail.com,Active,11,1987-08-28,1098765338,123,Aliganj,Lucknow,Uttar Pradesh
P052,LU22,CYC,Vishal Kumar,M,Unit Commander,2021-03-18,1600000,vishalkumar96@gmail.com,Active,15,1996-06-18,4321098766,789,Hazratganj,Lucknow,Uttar Pradesh
P053,LU22,FRS,Ananya Mishra,F,Unit Commander,2020-01-05,1200000,ananyamishra94@gmail.com,Active,12,1994-07-30,5432109875,555,Rajajipuram,Lucknow,Uttar Pradesh
P054,LU22,FRS,Rajat Srivastava,M,Senior Forensic Expert,2021-01-24,800000,rajatsrivastava91@gmail.com,Active,9,1991-11-05,4321098766,666,Vikas Nagar,Lucknow,Uttar Pradesh
P055,LU22,FRS,Ravi Verma,M,Junior Forensic Expert,2020-01-10,700000,raviverma90@gmail.com,Active,5,1990-10-18,3210987344,654,Gomti Nagar Extension,Lucknow,Uttar Pradesh
P056,LU22,FRS,Priyanka Singh,F,Crime Scene Investigator,2020-01-28,800000,priyankasingh96@gmail.com,Active,8,1996-04-24,2109876233,987,Malihabad,Lucknow,Uttar Pradesh
P057,LU22,CTR,Sunil Mishra,M,Counter-Terrorism Analyst,2021-03-24,500000,sunilmishra92@gmail.com,Active,7,1992-12-09,1098765122,234,Juggaur,Lucknow,Uttar Pradesh
P058,LU22,CTR,Rahul Kumar,M,Field Operations Specialist,2020-01-12,500000,rahulkumar97@gmail.com,Active,8,1997-10-09,7654890982,345,Mahanagar,Lucknow,Uttar Pradesh
P059,LU22,CTR,Pradeep Singh,M,Field Operations Specialist,2020-02-05,700000,pradeepsingh90@gmail.com,Inactive,19,1990-09-24,7654321324,567,Vikas Nagar,Lucknow,Uttar Pradesh
P060,LU22,CTR,Swati Tiwari,F,Counter-Terrorism Investigator,2021-01-28,800000,swatitiwari95@gmail.com,Active,7,1995-03-27,8765432883,456,Aliganj,Lucknow,Uttar Pradesh
P061,LU22,WCC,Arvind Patel,M,Financial Crimes Investigator,2021-03-18,700000,arvindpatel95@gmail.com,Active,8,1995-10-22,1098765432,666,Mahanagar,Lucknow,Uttar Pradesh
P062,LU22,WCC,Sunita Gupta,F,WCC Specialist,2020-01-10,500000,sunitagupta87@gmail.com,Active,7,1987-12-30,9988776655,777,Chinhat,Lucknow,Uttar Pradesh
P063,LU22,CYC,Akash Kumar,M,Digital Forensics Expert,2020-02-05,500000,akashkumar97@gmail.com,Active,6,1997-11-24,5432109774,567,Mahanagar,Lucknow,Uttar Pradesh
P175,LU22,CYC,Suresh Singh,M,CIRT Member,2021-03-24,800000,sureshsingh91@gmail.com,Active,8,1991-12-03,9988776655,234,Hazratganj,Lucknow,Uttar Pradesh
P176,LU22,CYC,Pooja Verma,F,CIRT Member,2020-01-12,500000,poojaverma95@gmail.com,Active,7,1995-07-14,9876543201,345,Rajajipuram,Lucknow,Uttar Pradesh
P064,KW70,FRD,Arjun Chatterjee,M,Director General,2020-01-22,2200000,arjunchatterjee94@gmail.com,Active,18,1994-09-12,9876543200,888,Ballygunge,Kolkata,West Bengal
P065,KW70,FRD,Priyanka Das,F,Unit Commander,2021-01-22,1600000,priyankadas98@gmail.com,Active,13,1998-03-28,8765432199,999,Howrah Maidan,Howrah,West Bengal
P066,KW70,NAR,Sumit Banerjee,M,Unit Commander,2020-02-05,1200000,sumitbanerjee91@gmail.com,Active,15,1991-11-05,7654320188,123,Serampore,Hooghly,West Bengal
P067,KW70,FRS,Anirban Roy,M,Unit Commander,2020-03-28,1400000,anirbanroy93@gmail.com,Active,11,1993-09-15,8765432102,222,Barrackpore,North 24 Parganas,West Bengal
P068,KW70,WCC,Ishaan Banerjee,M,Unit Commander,2021-01-12,1200000,ishaanbanerjee96@gmail.com,Active,12,1996-12-10,7654321093,333,Kanchrapara,North 24 Parganas,West Bengal
P069,KW70,FRD,Sujata Basu,F,Cheif Fraud Investigator,2020-01-18,700000,sujatabasu90@gmail.com,Active,9,1990-04-23,2109876447,123,Badarghat,North 24 Parganas,West Bengal
P070,KW70,FRS,Somnath Dey,M,Senior Forensic Expert,2020-02-24,500000,somnathdey87@gmail.com,Active,10,1987-08-28,1098765338,234,Hasnabad,North 24 Parganas,West Bengal
P071,KW70,FRS,Tanmoy Roy,M,Junior Forensic Expert,2020-01-12,500000,tanmoyroy93@gmail.com,Active,8,1993-06-20,9876543201,111,Sonarpur,South 24 Parganas,West Bengal
P072,KW70,FRS,Joya Bose,F,Crime Scene Investigator,2020-03-10,800000,joyabose90@gmail.com,Active,8,1990-10-18,3210987344,654,Siliguri,West Bengal
P073,KW70,FRD,Somnath Das,M,Fraud Investigator,2020-01-05,500000,somnathdas96@gmail.com,Active,7,1996-04-24,2109876233,987,Krishnanagar,Nadia,West Bengal
P074,KW70,NAR,Rohit Chatterjee,M,Cyber Fraud Analyst,2021-01-28,800000,rohitchatterjee88@gmail.com,Active,9,1988-05-20,9876543211,456,Hingalganj,North 24 Parganas,West Bengal
P075,KW70,NAR,Priya Banerjee,F,Narcotics Investigator,2020-01-24,700000,priyabanerjee90@gmail.com,Active,8,1990-07-14,7654321092,567,Baduria,North 24 Parganas,West Bengal
P076,KW70,NAR,Sanjana Sen,F,Undercover Agent,2021-03-18,500000,sanjanasen90@gmail.com,Active,6,1990-10-15,7654321324,678,Bagnan,Howrah,West Bengal
P077,KW70,NAR,Abhijit Das,M,Toxicologist,2020-02-28,500000,abhijitdas87@gmail.com,Active,7,1987-05-05,5432109875,789,Domjur,Howrah,West Bengal
P172,KW70,WCC,Preeti Biswas,F,Financial Crimes Investigator,2020-01-05,800000,preetibiswas96@gmail.com,Active,8,1996-10-06,3210987556,901,Uluberia,Howrah,West Bengal
P173,KW70,WCC,Samiran Saha,M,WCC Specialist,2021-01-22,700000,samiransaha90@gmail.com,Active,7,1990-04-23,2109876447,123,Amta,Howrah,West Bengal
P174,KW70,WCC,Aparajita Das,F,WCC Analyst,2020-03-12,500000,aparajitadas87@gmail.com,Active,6,1987-08-28,1098765338,234,Udaynarayanpur,Howrah,West Bengal
P078,GA78,CTR,Sneha Sharma,F,Director General,2020-01-22,2000000,snehasharma92@gmail.com,Active,19,1992-09-19,6543210880,House No. 456,Zoo Road,Guwahati,Assam
P079,GA78,CTR,Xitij Gogoi,M,Unit Commander,2020-03-12,1600000,xitijgogoi90@gmail.com,Active,14,1990-12-22,5432109779,House No. 567,Rehabari,Guwahati,Assam
P080,GA78,HTF,Lina Barua,F,Unit Commander,2020-01-28,1200000,linabarua95@gmail.com,Active,11,1995-07-14,9876543202,House No. 222,Paltan Bazaar,Guwahati,Assam
P081,GA78,HMC,Mohan Sharma,M,Unit Commander,2021-01-05,1400000,mohansharma93@gmail.com,Active,12,1993-06-20,9876543203,House No. 333,Kharghuli,Guwahati,Assam
P082,GA78,FNC,Parvez Gogoi,M,Unit Commander,2020-02-10,1200000,parvezgogoi90@gmail.com,Active,12,1990-12-20,7654321098,House No. 666,Panbazar,Guwahati,Assam
P083,GA78,CTR,Qamar Das,M,Counter-Terrorism Analyst,2021-03-18,500000,qamardas93@gmail.com,Active,9,1993-03-25,6543210987,House No. 777,Beltola,Guwahati,Assam
P084,GA78,CTR,Debjani Das,F,Field Operations Specialist,2020-01-24,800000,debjanidas90@gmail.com,Active,8,1990-05-20,9988776652,House No. 333,Maligaon,Guwahati,Assam
P085,GA78,CTR,Eshaan Barua,M,Field Operations Specialist,2020-01-05,500000,eshaanbarua95@gmail.com,Inactive,23,1995-07-14,9876543211,House No. 444,Panbazar,Guwahati,Assam
P086,GA78,CTR,Farhana Hazarika,F,Field Operations Specialist,2021-01-28,700000,farhanahazarika92@gmail.com,Active,7,1992-09-19,6543210880,House No. 555,Dispur,Guwahati,Assam
P087,GA78,CTR,Gauri Gogoi,F,Counter-Terrorism Investigator,2020-03-22,500000,gaurigogoi90@gmail.com,Active,9,1990-12-22,5432109779,House No. 666,Beltola,Guwahati,Assam
P088,GA78,HMC,Himadri Sharma,M,Senior Homicide Investigator,2020-01-12,800000,himadrisharma96@gmail.com,Active,8,1996-05-15,4321098668,House No. 777,Ganeshguri,Guwahati,Assam
P089,GA78,HMC,Indrani Barua,F,Junior Homicide Investigator,2021-02-10,700000,indranibarua92@gmail.com,Active,7,1992-03-10,3210987557,House No. 888,Zoo Road,Guwahati,Assam
P090,GA78,HTF,Kunal Saikia,M,Human Trafficking Investigator,2020-01-05,500000,kunalsaikia93@gmail.com,Active,6,1993-05-12,9877665443,House No. 234,Beltola,Guwahati,Assam
P091,GA78,HTF,Lakshya Gohain,M,Liaison Officer,2020-01-28,800000,lakshyagohain97@gmail.com,Active,6,1997-10-09,7654890982,House No. 345,Hatigaon,Guwahati,Assam
P169,GA78,FNC,Meghna Baruah,F,Financial Investigator,2020-02-18,700000,meghnabaruah95@gmail.com,Inactive,17,1995-03-27,8765432881,House No. 456,Fancy Bazar,Guwahati,Assam
P170,GA78,FNC,Manash Barua,M,Financial Investigator,2021-03-24,500000,manashbarua90@gmail.com,Active,5,1990-08-22,2109876543,House No. 999,Zoo Road,Guwahati,Assam
P171,GA78,FNC,Niharika Hazarika,F,Financial Data Analyst,2020-01-05,500000,niharikahazarika98@gmail.com,Active,4,1998-02-14,9988776654,House No. 111,Hatigaon,Guwahati,Assam
P093,NI11,HMC,Sameer Kapoor,M,Director General,2020-01-22,2200000,sameerkapoor96@gmail.com,Active,15,1996-08-05,5432109876,222,Rohini,New Delhi,Delhi
P094,NI11,FNC,Ritu Gupta,F,Unit Commander,2020-01-12,1600000,ritugupta91@gmail.com,Active,11,1991-07-28,4321098765,333,Saket,New Delhi,Delhi
P095,NI11,WCC,Rohan Gupta,M,Unit Commander,2020-03-05,1200000,rohangupta90@gmail.com,Active,12,1990-05-15,9876543210,123,Connaught Place,New Delhi,Delhi
P096,NI11,HMC,Arjun Singh,M,Unit Commander,2021-01-28,1400000,arjunsingh92@gmail.com,Active,13,1992-03-20,7654321098,789,Chanakyapuri,New Delhi,Delhi
P097,NI11,HTF,Mohit Gupta,M,Unit Commander,2020-01-22,1600000,mohitgupta94@gmail.com,Active,14,1994-09-12,9876543200,888,Lajpat Nagar,New Delhi,Delhi
P098,NI11,NAR,Varun Singh,M,Unit Commander,2021-01-12,1200000,varunsingh91@gmail.com,Active,15,1991-11-05,7654320188,123,Karol Bagh,New Delhi,Delhi
P099,NI11,NAR,Aisha Khan,F,Narcotics Investigator,2020-03-24,700000,aishakhan88@gmail.com,Active,8,1988-08-16,9988776655,567,Jamia Nagar,New Delhi,Delhi
P100,NI11,NAR,Rasid Khan,M,Undercover Agent,2021-02-28,500000,rasidkhan90@gmail.com,Active,7,1990-03-16,9988776655,567,Saket,New Delhi,Delhi
P101,NI11,NAR,Prateek Kapoor,M,Toxicologist,2020-01-05,800000,prateekkapoor92@gmail.com,Active,9,1992-12-09,1098765122,234,Narela,New Delhi,Delhi
P102,NI11,HMC,Rahul Singh,M,Senior Homicide Investigator,2020-01-18,500000,rahulsingh90@gmail.com,Active,6,1990-10-18,3210987344,654,Paschim Vihar,New Delhi,Delhi
P103,NI11,HMC,Nisha Verma,F,Junior Homicide Investigator,2021-01-12,800000,nishaverma89@gmail.com,Active,7,1989-05-20,6543210877,456,Rohini Sector 11,New Delhi,Delhi
P104,NI11,HMC,Anuj Sharma,M,Junior Homicide Investigator,2021-03-10,700000,anujsharma97@gmail.com,Active,9,1997-07-15,5432109566,789,Defence Colony,New Delhi,Delhi
P105,NI11,FNC,Rajat Sharma,M,Financial Investigator,2020-01-22,700000,rajatsharma97@gmail.com,Active,8,1997-04-10,3210987654,444,Vasant Kunj,New Delhi,Delhi
P106,NI11,FNC,Simran Khanna,F,Financial Investigator,2021-01-05,800000,simrankhanna92@gmail.com,Active,7,1992-02-18,2109876543,555,Mayur Vihar,New Delhi,Delhi
P107,NI11,WCC,Ankit Singh,M,Financial Crimes Investigator,2020-02-28,500000,ankitsingh95@gmail.com,Active,6,1995-10-22,1098765432,666,Pitampura,New Delhi,Delhi
P162,NI11,WCC,Aarav Gupta,M,WCC Specialist,2020-01-12,800000,aaravgupta90@gmail.com,Active,8,1990-05-15,9876543210,1 Connaught Place,New Delhi
P163,NI11,HTF,Nisha Sharma,F,Human Trafficking Investigator,2020-01-05,800000,nishasharma88@gmail.com,Active,9,1988-08-20,8765432109,2 Karol Bagh,New Delhi
P164,NI11,HTF,Rohan Singh,M,Liaison Officer,2021-03-10,500000,rohansingh85@gmail.com,Active,7,1985-11-18,7654321098,3 Chandni Chowk,New Delhi
P165,NI11,FNC,Priya Patel,F,Financial Data Analyst,2020-01-18,800000,priyapatel93@gmail.com,Active,8,1993-03-25,6543210987,4 Saket,New Delhi
P166,NI11,WCC,Arjun Kumar,M,WCC Specialist,2021-02-24,500000,arjunkumar38@gmail.com,Inactive,19,1980-09-10,5432109876,5 Lajpat Nagar,New Delhi
P167,NI11,HTF,Swati Gupta,F,Human Trafficking Investigator,2020-01-22,700000,swatigupta87@gmail.com,Active,10,1987-06-30,4321098765,6 Dwarka,New Delhi
P168,NI11,WCC,Manoj Sharma,M,WCC Analyst,2020-01-05,500000,manojsharma82@gmail.com,Active,8,1982-02-12,3210987654,7 Nehru Place,New Delhi
P108,JK18,CTR,Vikram Singh,M,Director General,2020-01-22,2200000,vikramsingh90@gmail.com,Active,17,1990-05-15,9876543210,123,Nanak Nagar,Jammu and Kashmir
P109,JK18,FRD,Arjun Singh,M,Unit Commander,2020-01-18,1200000,arjunsingh95@gmail.com,Active,14,1995-10-22,1098765432,666,Nanak Nagar,Jammu and Kashmir
P110,JK18,FRS,Rohit Sharma,M,Unit Commander,2020-03-10,1400000,rohitsharma92@gmail.com,Active,13,1992-03-20,7654321098,789,Janipur,Jammu and Kashmir
P111,JK18,HMC,Ankit Gupta,M,Unit Commander,2021-05-01,1200000,ankitgupta97@gmail.com,Active,11,1997-04-10,3210987654,444,Bathindi,Jammu and Kashmir
P112,JK18,CTR,Neha Gupta,F,Unit Commander,2020-02-28,1600000,nehagupta95@gmail.com,Active,12,1995-09-28,8765432109,456,Shastri Nagar,Jammu and Kashmir
P113,JK18,FRD,Sohail Patel,M,Chief Fraud Investigator,2020-01-12,500000,sohailpatel88@gmail.com,Active,7,1988-11-22,5432109876,50 Talab Tillo,Jammu
P114,JK18,FRS,Hamza Khan,M,Junior Forensic Expert,2021-01-24,500000,hamzakhan84@gmail.com,Active,9,1984-11-08,7654321098,12 Narwal,Jammu
P115,JK18,FRS,Aisha Rahman,F,Crime Scene Investigator,2020-01-18,800000,aisharahman80@gmail.com,Active,8,1980-04-25,6543210987,4 Shastri Nagar,Jammu
P116,JK18,FRS,Imran Patel,M,Senior Forensic Expert,2021-01-22,700000,imranpatel82@gmail.com,Active,6,1982-06-08,4321098765,24 Channi Himmat,Jammu
P117,JK18,FRD,Ahmed Khan,M,Cyber Fraud Analyst,2020-03-28,800000,ahmedkhan88@gmail.com,Active,7,1988-07-15,9876543210,1 Gandhi Nagar,Jammu
P118,JK18,CTR,Mohammad Hussain,M,Counter-Terrorism Analyst,2021-01-18,700000,mohdhussain85@gmail.com,Active,8,1985-11-18,7654321098,3 Trikuta Nagar,Jammu
P119,JK18,CTR,Faisal Mir,M,Field Operations Specialist,2021-01-05,500000,faisalmir86@gmail.com,Active,5,1986-09-03,5432109876,14 Shakti Nagar,Jammu
P120,JK18,CTR,Rehana Patel,F,Field Operations Specialist,2020-02-10,500000,rehanapatel91@gmail.com,Active,6,1991-03-25,4321098765,15 Gandhi Nagar,Jammu
P121,JK18,CTR,Ali Hassan,M,Counter-Terrorism Investigator,2021-01-28,800000,alihassan89@gmail.com,Active,7,1989-03-12,4321098765,6 Rehari Colony,Jammu
P158,JK18,HMC,Arif Sheikh,M,Senior Homicide Investigator,2020-01-12,800000,arifsheikh83@gmail.com,Active,9,1983-05-20,0987654321,18 Talab Tillo,Jammu
P159,JK18,HMC,Meera Patel,F,Senior Homicide Investigator,2020-03-24,500000,meerapatel28@gmail.com,Inactive,22,1989-10-10,9876543210,19 Trikuta Nagar,Jammu
